domain,label,latency,loss,delta_min,delta_mean,delta_max,jitter_min,jitter_mean,jitter_max,emodel
lpericharla,2.0,255.02,0.099,1.147,22.191,2568.186,0.56,4.83,63.435,3.9890696370618044
lpericharla,2.0,405.74,0.155,7.597,23.658,3281.273,0.0,7.148,102.615,3.029536171295043
lpericharla,4.0,10.92,0.026000000000000002,7.844,20.532,2351.237,0.008,3.677,5.863,4.420984662772891
lpericharla,4.0,48.4,0.068,7.589,21.46,2120.624,0.581,3.874,6.158,4.400083380742094
lpericharla,3.0,87.97,0.099,6.446,22.184,2299.088,0.622,5.723,7.382,4.377220464200907
lpericharla,2.0,464.79,0.18899999999999997,4.464,24.652,3861.359,0.572,5.123,103.453,2.6056021836649794
lpericharla,2.5,256.1,0.14800000000000002,6.849,23.467,3961.328,0.009,4.713,63.714,3.9749830364322105
lpericharla,3.0,156.29,0.0,6.508,20.0,33.01,0.658,5.869,6.769,4.349845585769065
lpericharla,4.0,164.33,0.035,7.674,20.734,3161.361,0.491,5.302,40.819,4.341417751565267
lpericharla,2.5,99.91,0.094,6.511,22.082,3150.035,0.125,5.973,23.208,4.3713724368851175
lpericharla,2.0,117.83,0.081,7.394,21.774,2669.098,0.024,3.747,22.564,4.3629471889728215
lpericharla,2.5,161.98,0.12300000000000001,6.703,22.807,2940.873,0.037,5.237,22.711,4.33317580501298
lpericharla,3.0,31.07,0.09,7.606,21.99,3160.295,0.645,4.511,7.607,4.406403254806711
lpericharla,2.5,441.71,0.068,6.92,21.465,2319.375,0.563,4.464,99.205,2.796712258230451
lpericharla,4.0,410.04,0.035,7.756,20.723,2219.967,0.024,4.074,96.764,3.0272535950288133
lpericharla,4.0,452.72,0.0,7.747,20.0,33.053,0.033,3.31,5.416,2.7349722081064436
lpericharla,4.0,97.21,0.0,6.565,20.0,33.635,0.509,5.531,6.728,4.382011102934343
lpericharla,4.5,259.53,0.0,6.592,20.0,33.006,0.603,5.835,6.718,3.982764745699214
lpericharla,4.5,162.02,0.031,6.945,20.632,2738.923,0.013,5.625,6.633,4.3431995051745576
lpericharla,3.0,264.24,0.061,6.911,21.3,2651.875,0.5,4.136,62.568,3.947078337795957
lpericharla,2.5,290.86,0.107,7.662,22.406,2961.871,0.016,5.333,102.343,3.7894693879127366
lpericharla,2.0,191.87,0.10400000000000001,7.627,22.322,3139.793,0.079,4.17,38.819,4.273837363682783
lpericharla,2.0,416.48,0.195,0.001,24.854,2839.741,0.023,7.968,99.945,2.945090321794661
lpericharla,2.5,293.34,0.13,6.639,22.976,2849.501,0.607,6.823,65.267,3.7704878780962052
lpericharla,3.0,173.8,0.064,0.001,21.356,2419.735,0.624,5.985,41.709,4.332632188238365
lpericharla,4.0,124.14,0.027000000000000003,3.355,20.554,2220.89,0.073,4.304,20.163,4.364994981185054
lpericharla,4.5,47.41,0.0,5.568,20.0,33.557,0.05,4.241,6.351,4.40660177227871
lpericharla,4.0,101.21,0.0,6.678,19.997,32.922,0.13,5.863,6.768,4.3799346896978415
lpericharla,4.0,465.41,0.0,6.676,20.0,33.04,0.004,3.395,5.862,2.6453567086383396
lpericharla,4.0,460.51,0.036000000000000004,7.777,20.738,2379.96,0.746,3.766,99.44,2.67142963048997
lpericharla,2.0,418.87,0.069,7.725,21.477,3241.019,0.484,4.93,101.462,2.957450011670882
lpericharla,2.5,9.81,0.078,7.759,21.679,2550.488,0.65,4.296,6.625,4.417185422946852
lpericharla,2.0,404.34,0.151,6.777,23.553,3490.933,0.048,5.132,100.951,3.0402305469611073
lpericharla,2.5,257.06,0.09699999999999999,1.173,22.142,2620.457,0.022,6.237,65.717,3.9787686808453815
lpericharla,3.0,155.83,0.09,7.217,21.983,2628.537,0.559,6.081,42.953,4.340413267267541
lpericharla,4.0,108.88,0.03,7.559,20.623,2461.124,0.681,5.966,23.476,4.372933239771704
lpericharla,4.5,15.59,0.0,7.831,19.998,32.495,0.019,3.742,5.808,4.421070557061407
lpericharla,4.0,9.74,0.0,6.795,19.998,32.612,0.61,5.943,6.807,4.423623211893433
lpericharla,4.5,97.28,0.027999999999999997,6.854,20.574,2410.715,0.656,4.607,22.757,4.379251947539593
lpericharla,4.0,185.11,0.061,0.0,21.305,2660.269,0.021,5.109,41.692,4.3038751347263995
lpericharla,3.0,255.83,0.107,7.521,22.401,3407.714,0.053,4.685,64.03,3.9834709868839675
lpericharla,2.0,444.2,0.19899999999999998,7.671,24.959,2879.694,0.642,5.76,100.798,2.74864500103553
lpericharla,3.0,40.67,0.085,7.667,21.844,2840.594,0.618,3.739,6.03,4.402285724846968
lpericharla,4.0,405.13,0.068,6.88,21.449,3011.665,0.003,4.228,101.596,3.0538508409889356
lpericharla,3.0,424.11,0.042,7.573,20.882,2949.008,0.599,5.85,101.469,2.926939291543422
lpericharla,4.0,405.3,0.0,6.818,19.998,32.793,0.604,3.245,5.293,3.0684969902301966
lpericharla,4.5,80.11,0.0,7.34,20.0,33.426,0.05,5.9,6.688,4.390719137603129
lpericharla,4.5,215.73,0.0,6.646,20.0,38.512,0.001,4.576,6.487,4.1916094890776145
lpericharla,4.5,181.05,0.032,4.622,20.662,2822.854,0.712,3.856,41.156,4.321440442531378
lpericharla,3.0,104.89,0.057,7.611,21.218,2469.393,0.006,3.928,21.842,4.372378312738196
lpericharla,3.0,112.34,0.08199999999999999,6.659,21.788,2430.807,0.606,6.078,23.33,4.365852844390397
lpericharla,2.5,133.58,0.14,0.0,23.244,3771.783,0.534,6.191,25.301,4.347973680051114
lpericharla,2.5,266.05,0.17,7.618,24.109,3200.164,0.667,7.658,96.27,3.917868932069544
lpericharla,3.0,404.61,0.162,1.027,23.864,3400.66,0.021,7.206,101.966,3.035825425549914
lpericharla,3.0,12.4,0.085,7.729,21.851,2669.969,0.078,4.013,6.138,4.415437708704958
lpericharla,4.0,17.24,0.051,7.425,21.073,2499.75,0.626,5.384,6.745,4.4161007445939235
lpericharla,4.5,26.74,0.034,7.875,20.693,2848.598,0.042,3.775,5.901,4.413230712638718
lpericharla,4.5,80.59,0.0,6.837,19.997,33.106,0.692,4.646,6.54,4.390478445954578
lpericharla,4.5,405.03,0.0,7.718,20.0,32.886,0.059,3.39,5.506,3.0703768183851636
lpericharla,4.0,409.39,0.034,6.5,20.695,2129.078,0.057,6.252,100.07,3.0320284595810536
lpericharla,2.5,404.2,0.073,6.702,21.585,3069.061,0.704,3.98,97.094,3.0591753507681996
lpericharla,2.5,29.86,0.083,7.727,21.812,2980.518,0.075,5.892,7.348,4.40757916908123
lpericharla,4.5,171.57,0.0,7.627,19.998,33.91,0.683,4.157,6.375,4.341011618126616
lpericharla,4.5,166.98,0.036000000000000004,6.745,20.743,2779.679,0.607,5.979,40.322,4.339756701712789
lpericharla,4.0,85.63,0.067,7.679,21.444,2830.334,0.003,4.56,22.331,4.38153495442036
lpericharla,3.0,99.92,0.092,6.744,22.027,3379.052,0.058,3.559,22.141,4.37156523546671
lpericharla,2.5,89.26,0.125,7.635,22.867,3120.651,0.053,5.688,22.515,4.374004247214773
lpericharla,2.0,178.25,0.106,7.62,22.361,3350.402,0.556,5.272,41.934,4.3226050545151296
lpericharla,2.5,253.0,0.11,6.468,22.472,3512.046,0.0,6.637,111.021,3.997655202065496
lpericharla,4.0,255.17,0.064,6.867,21.365,2811.517,0.022,4.148,66.018,3.9943175429920075
lpericharla,4.5,168.67,0.032,7.399,20.669,2860.99,0.618,4.248,24.339,4.339202427605693
lpericharla,4.5,255.84,0.0,6.696,19.998,33.513,0.085,3.778,5.792,4.001905896393605
lpericharla,4.5,10.97,0.0,7.249,20.0,32.909,0.089,4.69,6.64,4.423089288931697
lpericharla,4.5,92.56,0.031,7.739,20.632,2712.846,0.023,3.862,21.805,4.38141616410916
lpericharla,4.0,165.69,0.061,6.712,21.308,2578.419,0.517,5.125,41.166,4.337777701943979
lpericharla,3.0,254.81,0.102,1.147,22.267,3051.432,0.722,5.44,65.638,3.989645386364511
lpericharla,2.5,406.67,0.207,7.683,25.234,4200.839,0.55,6.584,101.419,3.0111462650355265
lpericharla,2.0,423.31,0.158,7.47,23.744,3418.894,0.508,7.424,102.29,2.905556423751218
lpericharla,2.5,328.78,0.10300000000000001,6.557,22.305,3221.306,0.027,6.302,65.633,3.5586201374653332
lpericharla,4.0,157.62,0.07,7.765,21.501,3181.714,0.044,5.624,41.499,4.34153387736385
lpericharla,4.5,121.88,0.04,7.618,20.831,3260.449,0.066,4.859,20.971,4.364904582260761
lpericharla,4.5,73.92,0.0,0.0,20.0,93.248,0.627,4.295,10.19,4.3938035850921136
lpericharla,4.0,266.86,0.0,7.709,19.998,32.88,0.019,5.755,6.76,3.9439672374035086
lpericharla,3.0,198.58,0.057,7.811,21.218,2971.604,0.631,4.073,23.883,4.254049872040113
lpericharla,2.5,271.89,0.064,5.704,21.364,2489.698,0.696,6.134,66.041,3.9050570062693937
lpericharla,2.0,294.43,0.105,6.958,22.346,3299.596,0.626,4.433,101.511,3.7689277051325103
lpericharla,2.0,157.31,0.111,7.591,22.489,3700.012,0.573,3.963,39.281,4.33726087212746
lpericharla,4.5,67.9,0.0,7.677,20.0,32.819,0.562,3.984,6.366,4.3967685661160045
lpericharla,4.0,24.46,0.062,7.545,21.31,3139.376,0.748,4.842,6.592,4.411888508785469
lpericharla,3.0,21.6,0.081,7.647,21.758,2899.641,0.523,4.672,6.815,4.411583116164057
lpericharla,2.0,404.84,0.15,1.157,23.539,3951.34,0.629,6.73,106.253,3.036969023284194
lpericharla,2.0,256.77,0.207,6.699,25.211,4019.457,0.651,6.974,67.443,3.961264320860734
lpericharla,3.0,10.35,0.084,7.591,21.829,3050.269,0.623,5.937,7.959,4.416444589541304
lpericharla,3.0,405.37,0.077,6.932,21.66,3571.77,0.631,6.601,102.895,3.050092214513971
lpericharla,4.0,406.1,0.039,6.679,20.815,2629.685,0.1,4.983,98.938,3.0538238505464226
lpericharla,4.0,405.31,0.0,7.782,19.998,32.829,0.052,3.374,5.645,3.0684273605552743
lpericharla,4.5,91.41,0.0,1.064,19.998,39.355,0.622,5.813,7.145,4.384995398946537
lpericharla,4.5,11.63,0.0,7.764,19.998,32.009,0.626,4.026,6.222,4.422802180968886
lpericharla,4.0,89.32,0.026000000000000002,6.79,20.534,2320.936,0.68,4.565,23.132,4.3835712208033515
lpericharla,3.0,200.2,0.068,6.671,21.461,2988.403,0.123,4.73,40.942,4.2462401886227354
lpericharla,2.5,254.93,0.129,6.787,22.957,3600.639,0.703,5.7,63.011,3.984379290337305
lpericharla,2.0,411.52,0.198,0.0,24.949,3509.771,0.608,7.737,101.713,2.9792256535222554
lpericharla,3.0,159.7,0.11800000000000001,6.883,22.669,3980.339,0.73,6.196,42.299,4.335081217062676
lpericharla,4.0,317.78,0.11199999999999999,1.158,22.519,3628.697,0.563,6.319,99.127,3.625972768443971
lpericharla,3.0,255.27,0.135,6.65,23.109,3850.355,0.587,6.17,66.304,3.9815718516951986
lpericharla,4.5,218.54,0.035,7.744,20.734,3071.871,0.031,3.676,21.593,4.174374850108711
lpericharla,4.0,307.22,0.0,6.726,20.0,33.02,0.746,5.557,6.836,3.713551682863962
lpericharla,2.5,300.6,0.139,7.691,23.217,3020.711,0.719,4.576,62.036,3.7255804592041573
lpericharla,2.5,404.77,0.17,5.584,24.107,3741.225,0.127,7.627,102.749,3.0328772262188095
lpericharla,4.0,17.7,0.075,7.691,21.611,2448.559,0.691,5.267,6.8,4.4138752959791026
lpericharla,4.5,27.82,0.059000000000000004,1.173,21.254,2549.652,0.692,5.894,7.442,4.410597992019485
lpericharla,4.0,10.26,0.031,7.714,20.639,2848.743,0.551,4.765,6.786,4.420864443038814
rcharan,4.5,10.03,0.0,0.0,19.988,32.602,1.25,5.902,6.713,4.423497461559517
rcharan,4.0,83.24,0.0,7.296,20.039,189.035,0.025,3.986,13.805,4.389145723110956
rcharan,4.5,155.12,0.066,7.593,21.409,2902.174,0.019,5.967,42.59,4.343423292750906
rcharan,4.5,255.81,0.091,7.674,22.014,2819.786,0.613,3.687,63.992,3.986336496654852
rcharan,3.0,405.43,0.061,6.523,21.293,2189.709,0.7,5.515,98.391,3.053382444830337
rcharan,3.0,405.92,0.098,1.124,22.173,2510.189,0.661,5.925,101.002,3.0413978631464165
rcharan,3.0,254.95,0.083,6.732,21.814,2819.416,0.067,4.014,63.847,3.9921863737184573
rcharan,4.0,154.64,0.095,6.603,22.109,3171.271,0.058,4.137,39.794,4.340568682726461
rcharan,4.5,80.17,0.031,6.817,20.631,2580.172,0.654,4.1,21.442,4.387766354532009
rcharan,4.5,10.22,0.0,7.754,19.998,32.529,0.549,3.597,5.681,4.423415028592103
rcharan,4.5,81.99,0.0,7.823,20.0,32.975,0.563,5.167,6.411,4.38977518939918
rcharan,4.5,405.65,0.0,7.648,20.0,32.977,0.035,4.673,6.439,3.06605968042879
rcharan,4.5,408.83,0.039,7.584,20.813,3402.374,0.131,3.935,100.373,3.0347734583003807
rcharan,4.0,420.76,0.08900000000000001,6.485,21.955,2980.805,0.694,6.551,101.771,2.9395060715875427
rcharan,2.5,10.26,0.087,7.643,21.895,2751.762,0.042,3.626,5.981,4.416235349360371
rcharan,4.0,158.13,0.0,6.44,20.0,32.813,0.661,4.303,5.976,4.348792870985259
rcharan,3.0,154.0,0.027000000000000003,6.833,20.557,2371.089,0.069,3.272,37.895,4.348264068806151
rcharan,4.0,81.97,0.059000000000000004,0.0,21.294,2349.03,0.402,4.601,37.023,4.3841887141082605
rcharan,4.0,80.3,0.07,6.568,21.513,2108.272,0.618,3.479,22.375,4.38399732493188
rcharan,2.5,80.69,0.131,0.0,22.97,2467.993,1.25,3.757,22.169,4.377946066147972
rcharan,4.5,259.38,0.0,3.298,20.0,33.8,0.67,5.553,6.748,3.9835479999468673
rcharan,4.5,149.07,0.031,7.536,20.646,2230.041,0.155,3.525,60.268,4.350656483106714
rcharan,3.0,255.21,0.054000000000000006,7.666,21.137,1898.915,0.638,4.423,63.234,3.995833805585446
rcharan,4.0,238.42,0.08199999999999999,7.805,21.78,2380.608,0.157,4.428,39.417,4.0753677639029515
rcharan,2.5,155.38,0.11699999999999999,6.825,22.646,2398.845,0.062,6.51,42.46,4.337747187747232
rcharan,4.5,10.38,0.026000000000000002,0.918,20.529,2159.806,0.749,4.752,7.246,4.421221802103798
rcharan,4.5,10.69,0.059000000000000004,0.001,21.258,2748.63,0.01,4.34,13.283,4.418366953023482
rcharan,4.0,15.55,0.09,7.667,21.985,2318.703,0.067,3.856,6.23,4.413589365500115
rcharan,4.0,405.27,0.114,6.554,22.579,2631.671,0.651,6.012,101.745,3.0422430750704366
rcharan,4.0,255.31,0.122,6.419,22.772,2291.336,0.061,6.855,64.111,3.9836003141906087
rcharan,3.0,80.48,0.165,6.767,23.963,3460.039,0.148,3.743,22.395,4.374768321743236
rcharan,4.5,80.67,0.08900000000000001,2.458,21.95,2461.772,0.124,6.273,23.607,4.381991916562672
rcharan,4.5,82.08,0.077,6.943,21.678,2469.597,0.585,5.595,23.735,4.382411808284469
rcharan,4.5,155.13,0.069,7.553,21.489,3369.712,0.593,4.952,40.244,4.343093648568375
rcharan,4.5,155.48,0.0,7.644,20.0,32.689,0.017,3.765,5.853,4.350308045664341
rcharan,2.5,15.76,0.046,7.555,20.954,2440.759,0.494,5.53,7.018,4.417183061061783
rcharan,2.5,405.79,0.066,6.798,21.42,2558.733,0.586,4.644,99.714,3.0497119723385757
rcharan,3.0,405.73,0.0,7.753,20.0,33.626,0.057,4.569,6.24,3.0655025028976812
rcharan,4.0,404.37,0.0,6.711,20.0,33.681,0.046,3.547,5.492,3.0749705390103927
rcharan,4.5,80.45,0.0,6.862,20.0,32.808,0.56,3.552,5.623,4.3905486701044145
rcharan,2.5,18.16,0.0,1.158,20.0,36.575,0.5,5.973,7.139,4.419938528550999
rcharan,4.0,79.42,0.085,7.711,21.845,4200.029,0.546,3.567,21.586,4.38301962184905
rcharan,4.0,155.24,0.037000000000000005,6.516,20.775,3370.079,0.06,3.364,38.637,4.34647756294866
rcharan,4.0,255.72,0.11699999999999999,7.643,22.64,3950.071,0.562,5.324,62.901,3.9823205795711663
rcharan,3.0,405.26,0.156,7.585,23.684,3651.089,0.627,7.515,103.059,3.032660191683063
rcharan,3.0,405.07,0.142,6.649,23.316,3652.08,0.589,7.482,103.17,3.037198742521975
rcharan,4.0,257.88,0.10300000000000001,7.614,22.286,3071.433,0.08,6.43,66.785,3.9734238905534083
rcharan,4.5,157.99,0.07,6.538,21.496,2940.201,0.051,3.509,50.623,4.341317677456511
rcharan,4.5,80.53,0.032,1.073,20.663,2899.407,0.548,5.679,21.615,4.387489229255413
rcharan,4.0,10.79,0.0,7.693,19.998,31.869,0.055,3.31,5.551,4.423167516850245
rcharan,4.5,155.28,0.0,7.613,20.0,33.071,0.055,3.946,5.903,4.350422142569007
rcharan,4.0,155.37,0.034,1.133,20.711,2939.824,0.06,3.557,37.869,4.346725125252134
rcharan,4.5,79.36,0.07200000000000001,1.166,21.555,3248.546,0.096,5.992,24.139,4.384289412250321
rcharan,4.5,79.99,0.09,6.715,21.976,2859.847,0.151,6.131,24.63,4.382247845132658
rcharan,4.0,81.73,0.151,7.714,23.571,4328.895,0.785,5.95,23.444,4.375464167270611
rcharan,4.5,256.26,0.14,7.591,23.256,2997.791,0.044,4.716,64.921,3.975523737164251
rcharan,4.5,405.1,0.161,7.584,23.843,3620.367,0.064,7.635,102.513,3.0326321738068525
rcharan,4.5,10.45,0.083,7.66,21.816,2768.886,0.539,5.847,6.719,4.416482865117179
rcharan,4.5,10.68,0.055999999999999994,5.101,21.189,2651.844,0.893,5.095,6.516,4.418619530214884
rcharan,4.5,13.18,0.037000000000000005,6.702,20.762,3328.292,0.544,4.936,6.63,4.419080467332693
rcharan,4.5,79.96,0.12300000000000001,7.613,22.813,3198.622,0.004,3.866,21.871,4.379098739341527
rcharan,4.5,86.15,0.078,0.0,21.695,2510.307,0.727,7.929,32.957,4.380205410768328
rcharan,4.5,79.27,0.07400000000000001,6.471,21.588,3779.255,0.648,4.795,22.04,4.384145222529859
rcharan,4.5,157.35,0.036000000000000004,6.719,20.744,3160.378,0.001,3.601,5.714,4.34536688159377
rcharan,4.5,155.02,0.0,7.647,19.998,33.616,0.55,5.857,6.622,4.350570414814704
rcharan,3.0,289.2,0.08800000000000001,7.574,21.942,2700.839,0.077,3.944,39.148,3.8027836384404945
rcharan,4.5,255.55,0.084,7.809,21.834,3530.193,0.559,3.772,65.506,3.988897575231869
rcharan,3.0,164.76,0.031,7.386,20.634,2410.208,0.08,3.96,61.034,4.341602536039685
rcharan,4.0,255.17,0.0,1.178,20.0,42.525,0.583,5.039,7.151,4.005352803143133
rcharan,4.5,9.46,0.001,0.001,20.022,183.59,0.078,5.807,33.298,4.423663310618593
rcharan,3.0,80.36,0.035,6.653,20.718,2897.961,0.633,5.882,21.743,4.3872914936961305
rcharan,4.0,155.83,0.067,6.517,21.427,2799.849,0.558,4.008,40.463,4.3429023199268695
rcharan,4.5,257.89,0.111,1.208,22.497,3570.5,0.1,4.973,65.374,3.9719804763180555
rcharan,4.0,405.5,0.166,6.635,23.982,3899.851,0.64,6.659,101.135,3.028692693050278
rcharan,4.5,91.69,0.0,6.685,20.0,33.62,0.016,3.454,5.653,4.384852051585359
rcharan,4.5,405.0,0.0,7.849,20.0,32.717,0.052,3.254,5.415,3.070585667529841
rcharan,4.5,405.11,0.036000000000000004,0.0,20.735,2490.331,1.25,3.872,98.127,3.0614223686649726
rcharan,4.5,405.77,0.069,7.623,21.472,3391.729,0.617,5.883,100.004,3.0491558053663708
rcharan,4.5,10.21,0.09300000000000001,7.569,22.049,3250.783,0.08,3.788,5.83,4.415757964983197
rcharan,2.0,405.48,0.161,0.0,23.795,3650.599,1.25,4.854,100.468,3.029977541181711
rcharan,3.0,254.97,0.066,6.652,21.419,2699.205,0.612,3.677,61.729,3.995008821497593
rcharan,4.0,159.66,0.054000000000000006,6.603,21.135,2229.013,0.11,3.409,38.714,4.342078136728135
rcharan,2.5,83.53,0.028999999999999998,6.702,20.589,2381.515,0.133,3.523,21.387,4.386248745248448
rcharan,4.5,10.24,0.0,7.754,20.0,32.884,0.045,3.557,5.831,4.423406349373873
rcharan,4.0,59.04,0.0,7.562,20.002,32.639,0.63,5.413,6.754,4.401069701451192
rcharan,2.5,123.67,0.027999999999999997,7.576,20.573,2380.048,0.024,3.851,20.461,4.365149824682304
rcharan,3.0,175.72,0.069,6.631,21.478,2941.083,0.065,3.949,39.566,4.330926805903244
rcharan,4.5,255.0,0.099,6.666,22.199,3091.249,0.007,5.651,66.568,3.9891736275490106
rcharan,2.5,405.6,0.10800000000000001,7.633,22.428,3182.817,0.042,5.148,100.64,3.0413230974819787
rcharan,4.5,11.03,0.0,0.0,19.961,32.792,1.25,3.732,8.811,4.423063205886286
rcharan,3.0,47.11,0.049,7.839,21.035,2298.835,0.01,3.598,5.585,4.402401978678837
rcharan,2.0,76.72,0.085,7.777,21.855,2928.646,0.082,3.29,5.562,4.384407847904283
rcharan,2.0,441.8,0.163,3.47,23.909,3850.329,0.041,4.918,97.46,2.7739204416703926
rcharan,2.5,256.22,0.111,6.628,22.494,3382.138,0.607,6.098,65.403,3.9807423646104665
rcharan,4.0,157.35,0.0,7.779,20.0,33.001,0.097,3.549,5.899,4.349239501474327
rcharan,3.0,163.83,0.028999999999999998,1.184,20.603,2419.442,0.553,5.83,42.047,4.342362990793054
rcharan,4.0,99.82,0.06,6.767,21.281,2930.149,0.565,3.442,21.379,4.374779545297846
rcharan,2.5,80.77,0.09300000000000001,6.657,22.041,3472.892,0.01,3.497,21.002,4.38155712833355
rcharan,3.0,109.09,0.121,0.001,22.741,3128.467,0.052,3.954,22.263,4.363690127812951
rcharan,3.0,31.75,0.1,0.0,22.138,3099.35,1.25,3.696,12.032,4.405210445498222
rcharan,2.5,407.03,0.07,7.624,21.513,2498.904,0.084,5.08,99.272,3.0401316291580174
rcharan,4.0,410.52,0.034,6.675,20.707,3121.735,0.025,3.769,100.104,3.024132336254995
rcharan,4.5,405.72,0.0,6.7,19.998,32.903,0.612,4.437,6.24,3.0655721516743375
rcharan,4.0,97.41,0.0,6.693,19.997,32.924,0.697,3.671,5.579,4.381907636201723
rcharan,4.0,255.5,0.0,6.713,20.0,32.947,0.509,5.796,6.652,4.003656178553128
rcharan,4.0,153.21,0.038,6.678,20.78,3388.615,0.082,4.003,5.963,4.347538960702986
rcharan,3.0,255.17,0.026000000000000002,6.786,20.533,2359.343,0.058,3.518,5.45,4.000867852508226
rcharan,4.0,271.65,0.085,7.571,21.857,2517.919,0.127,3.958,39.873,3.90254276692955
rcharan,2.5,198.72,0.11,7.63,22.473,3818.043,0.686,3.69,38.969,4.246588851975934
rcharan,2.0,407.9,0.177,0.0,24.317,4281.123,0.007,5.036,99.846,3.009391711307733
rcharan,3.0,255.12,0.106,1.153,22.366,3461.127,0.01,4.158,65.45,3.987344785112504
rcharan,4.0,156.65,0.057,6.637,21.196,2558.239,0.076,3.632,38.968,4.343505868203905
rcharan,4.0,126.19,0.034,7.571,20.695,2999.147,0.054,3.197,5.358,4.363154634022124
rcharan,4.5,53.74,0.0,6.913,20.0,32.609,0.014,5.828,6.714,4.403606829539903
rcharan,4.5,100.12,0.0,6.833,20.0,33.034,0.11,3.288,5.491,4.380501988615151
rcharan,4.0,451.27,0.0,6.627,20.0,32.914,0.628,5.61,6.775,2.745218122515762
rcharan,4.5,437.7,0.052000000000000005,6.869,21.097,4701.196,0.051,4.223,100.347,2.828792716846982
rcharan,3.0,410.09,0.068,6.818,21.45,3360.16,0.023,5.786,6.701,3.0192165551215666
rcharan,4.0,10.16,0.094,6.904,22.073,3089.072,0.122,3.76,5.798,4.415697130495417
rcharan,3.0,404.73,0.159,7.545,23.78,3669.007,0.551,6.557,101.687,3.035674431620954
rcharan,4.0,257.28,0.13,6.903,22.998,3557.896,0.595,6.549,65.402,3.9718924196575656
rcharan,4.0,156.8,0.078,6.732,21.682,3661.687,0.662,4.216,39.143,4.341146072472548
rcharan,4.5,80.47,0.035,4.392,20.733,2997.102,0.001,5.931,23.091,4.387235651629345
rcharan,4.5,15.75,0.0,7.742,19.998,32.09,0.56,5.531,6.677,4.421000269342264
rcharan,4.5,9.76,0.0,7.775,20.0,32.364,0.013,3.072,5.406,4.423614542110525
rcharan,4.0,80.14,0.028999999999999998,6.435,20.597,2531.715,0.093,3.501,22.016,4.387970650480528
rcharan,3.0,185.16,0.079,6.63,21.726,3948.804,0.009,4.7,38.485,4.301561044526358
rcharan,2.0,256.22,0.11199999999999999,7.546,22.52,3140.358,0.083,3.988,61.696,3.9805695890151247
rcharan,2.0,406.86,0.163,0.0,23.901,3178.268,0.025,5.649,106.153,3.019873717699169
rcharan,3.0,9.98,0.1,7.669,22.233,3559.618,0.642,4.748,6.708,4.415277789485788
rcharan,4.0,404.7,0.081,7.573,21.771,3998.643,0.078,3.873,96.308,3.053838691171171
rcharan,4.0,408.32,0.039,7.463,20.807,2759.541,0.012,3.6,96.638,3.038334694859687
rcharan,4.5,405.55,0.0,6.768,19.998,32.774,0.056,3.549,6.023,3.0667561115271087
rcharan,3.0,80.44,0.0,6.572,19.997,33.499,0.046,5.911,6.832,4.390553685408684
rcharan,4.5,179.2,0.0,1.02,20.002,40.287,0.651,5.867,7.478,4.331336206582841
rcharan,3.0,155.6,0.037000000000000005,7.839,20.777,3040.195,0.078,3.472,38.086,4.346269943014735
rcharan,4.0,81.11,0.062,6.735,21.324,2958.707,0.435,5.674,21.871,4.384343973412963
rcharan,4.0,112.57,0.124,6.404,22.831,4339.116,0.643,6.229,23.534,4.36146923132985
rcharan,2.5,91.79,0.172,4.488,24.17,3568.295,0.046,3.48,20.875,4.368021508593169
rcharan,2.5,267.55,0.14,6.751,23.255,3660.057,0.022,4.574,64.329,3.915057291003866
rcharan,2.5,404.44,0.17600000000000002,6.876,24.28,4179.589,0.536,5.674,98.68,3.0338104089064024
rcharan,3.0,12.78,0.10099999999999999,7.502,22.238,3359.253,0.015,3.811,6.157,4.413924650627232
rcharan,2.5,17.97,0.065,6.822,21.389,3219.833,0.083,3.122,6.136,4.4145953442084185
rcharan,3.0,26.95,0.0,7.748,19.999,32.853,0.203,3.39,5.788,4.416017952938579
rcharan,4.0,80.62,0.0,7.674,20.0,33.006,0.118,3.15,5.562,4.390463395520686
rcharan,4.5,405.48,0.0,6.607,19.999,32.726,0.012,3.341,5.559,3.0672435862622
rcharan,4.0,409.23,0.047,6.751,20.975,3400.447,0.022,4.618,97.206,3.030114773649947
rcharan,4.0,404.18,0.077,6.601,21.665,3020.668,0.59,6.533,101.352,3.058388986025035
rcharan,2.0,29.98,0.08900000000000001,0.0,21.948,2747.593,0.07,3.366,12.416,4.407002371600764
rcharan,2.5,171.47,0.0,6.756,19.997,32.998,0.101,5.92,6.883,4.341070109085101
rcharan,3.0,155.36,0.037000000000000005,6.556,20.76,2958.925,0.634,5.908,40.89,4.346408369183423
rcharan,3.0,85.74,0.064,1.054,21.358,2909.161,0.125,3.645,20.466,4.381766465067013
rcharan,2.5,99.91,0.096,7.331,22.129,3210.31,0.022,3.477,21.927,4.371174214881643
rcharan,2.5,80.12,0.083,1.172,21.807,2659.293,0.618,4.053,22.095,4.382849655071047
rcharan,2.5,162.83,0.0,6.778,20.0,32.874,0.026,3.936,6.15,4.346090096317773
rcharan,4.0,252.54,0.08800000000000001,6.635,21.93,4839.58,0.538,6.053,32.765,4.003780210978793
rcharan,4.5,255.32,0.064,6.642,21.374,2548.703,0.052,4.03,62.546,3.9935403193747074
rcharan,4.5,168.75,0.037000000000000005,6.619,20.758,2769.184,0.017,3.785,64.649,4.338606830138951
rcharan,4.0,255.36,0.0,6.547,20.0,32.849,0.545,5.41,6.764,4.004376221009226
